id,name,profile_path,gender
9152,Patrick Doyle,/mo87kZiHO5gsoax80Us0S2CPmS.jpg,2
1925,Vincent Cassel,/yTTyX7xziiMibm0nzcH5z6xxLLv.jpg,2
5443,Vincent Lindon,/ttfk7etXzELkW1gMSo5eH8aEzjY.jpg,2
5425,Christophe Rossignon,/jQ9b5lSeI63w4BLXWfg8duVnzsD.jpg,2
2406,Mathieu Kassovitz,/h0LpOBDRawf5pSiVqlHOuoI2ain.jpg,2
41381,Sadie Frost,/nORllrdt6W4GYZUcVXJoM0Cxhg1.jpg,1
9642,Jude Law,/yzVboK3mSpWRr39EXBlYTo4ndcn.jpg,2
19995,Marianne Faithfull,/sVWt2U1im7YZcCVlW6YF9RT5yZR.jpg,1
92561,Nick Broomfield,/ra54j6GHbTkkv9mPrzjllH1A5UF.jpg,2
1144666,Ivan Nagy,,0
3036,John Cusack,/uKydQYuZ9TnCzvbQLtj6j98vWAT.jpg,2
36422,Luke Wilson,/n7CRA7h1z3FVOzBJ5EjfSrPQbvl.jpg,2
887,Owen Wilson,/j7oYgvfDiO34VcFdSB7GhM2CSle.jpg,2
71555,Andrew Wilson,/s7VBLMZtTNeeSjaJa8PG43aJfuE.jpg,2
3085,James Caan,/g4bxNXWft1jLZX8gKk4G6ypkTUf.jpg,2
42006,Ned Dowd,,2
14,Ellen DeGeneres,/4LG2bFkqOzxzR1kpnoDcwIVuQTG.jpg,1
