id,gender
4391,2
3172,2
57147,2
47096,2
862,2
60700,1
55557,2
476013,0
1171228,0
5367,2
27737,0
17476,2
448,1
27740,2
5274,0
26996,0
1371,2
152463,2
44838,2
1635846,2
16580,2
62055,2
3063,1
57459,2
30431,2
587509,2
25626,2
138988,2
20569,2
27098,2
16298,2
1352800,0
1382436,0
112167,0
16300,2
1404551,2
54421,1
54435,0
95024,2
1044,2
1007693,1
169628,2
44060,2
60074,2
167080,2
1108,2
6844,2
4169,2
5010,2
4937,2
66571,2
127283,2
23300,0
6695,0
27164,0
14670,1
9292,1
34540,2
86817,0
959477,0
10747,2
2887,0
1904,2
15344,2
943481,2
1701394,2
12073,2
135650,0
531,2
510,2
16431,2
103011,2
206398,2
1648118,0
1332245,1
1077936,0
1749,2
25834,1
2189,0
1652994,2
3150,2
24977,2
222221,0
55265,2
27433,2
930069,0
66896,1
24381,2
11866,2
4090,1
19304,2
59208,0
17665,0
163630,2
6928,2
32588,2
47412,0
59330,2
14942,2
2768,0
69488,2
3111,2
93723,2
93725,0
7700,0
74900,1
112052,1
1224522,0
12711,0
84493,0
27530,2
9568,2
56459,0
87317,1
159264,2
30148,0
13458,2
1236011,0
2711,2
1412253,2
7847,2
3802,2
1041787,1
14999,2
5462,2
15048,2
747,0
545613,0
8254,2
8259,2
22767,2
160598,2
1391093,0
1788495,0
70987,0
1400372,0
91203,2
60916,0
209585,2
121234,0
20833,0
138243,2
51865,0
36172,2
36801,2
41887,2
41886,2
37583,2
31384,2
14407,2
6818,2
40304,2
20442,2
45195,1
15806,2
72620,2
32798,1
72622,2
819,2
41737,2
16307,1
89451,2
16973,1
88750,2
535284,1
82769,2
1087439,0
1071626,0
20770,2
41526,2
21177,2
557955,0
38560,2
1840816,2
69471,0
2065,2
1401796,0
82461,2
53334,2
23524,1
1844,2
66873,1
150127,1
105793,2
42974,1
20644,2
80524,0
103582,1
12206,2
15135,2
9740,2
52267,2
144129,2
21290,0
73499,2
56867,2
78576,2
70874,2
4635,1
15259,0
1865,2
1393883,0
1600361,0
9452,0
702,2
30020,2
30019,0
30021,2
30022,2
23680,2
23682,2
6352,1
15196,2
32312,2
21181,2
222904,0
13696,2
246358,1
38899,0
1653,2
239033,0
26959,0
3094,1
30123,1
42740,2
987030,2
54455,2
42745,2
44810,1
111187,0
5874,0
104398,0
104404,2
64507,2
104406,0
106753,2
61111,1
1355308,0
21029,2
1661329,0
1661330,0
19210,2
10930,2
10222,2
1785844,0
134,2
73931,0
131947,2
30696,2
149307,2
28781,2
64913,1
186573,2
95653,2
120560,2
18275,1
103080,0
134592,2
9206,1
25688,0
1454751,0
4774,2
1358818,0
3230,2
46418,2
87680,2
105353,2
1575789,0
9995,1
6736,1
589761,0
24968,0
564791,0
1286724,0
3027,2
65562,2
16620,2
73022,2
8496,2
55194,2
113,2
56205,2
203285,2
13563,2
1744,2
90694,2
27436,0
6220,1
61824,2
10921,0
12446,2
939275,0
223747,0
114470,1
72092,1
8724,2
5832,0
1090082,0
25245,2
1338,1
554449,0
16475,2
171374,0
51962,2
1493,2
17234,2
10823,2
36083,2
8998,2
4491,1
129723,2
1175530,1
26678,2
64731,1
103957,2
4133,2
46930,2
58112,2
173810,2
3293,1
62047,2
212,2
12772,0
77076,2
21134,2
16660,2
41230,2
376760,0
69671,2
28078,2
1894,2
225140,2
39672,0
39673,2
39677,2
3569,2
1372854,0
1372855,2
68215,2
18892,1
37421,2
2680,2
122260,0
1513690,2
1372092,2
1393447,2
55637,2
56857,2
59231,2
1463182,0
21816,1
335,2
14839,2
11155,2
1402117,2
33259,1
128484,0
91343,2
53806,2
825,2
94089,2
113388,1
7487,2
15393,2
119950,2
27411,0
3091,2
1769,1
2872,2
38803,2
2870,2
1233541,0
100503,2
78336,2
33550,2
3751,0
10885,0
57609,2
70673,2
119454,2
70591,2
21275,0
1018643,0
1027146,2
71171,2
2725,2
32552,2
10620,2
26724,2
1002925,2
1049720,0
1046135,2
554095,0
42175,2
22383,2
955,1
69129,2
141450,2
12325,2
48330,2
49855,2
4068,2
1419559,0
13294,2
2784,2
27966,2
83393,0
1944,2
1945,1
5729,1
49906,2
2636,2
29519,2
7664,2
2091,2
1417620,2
34094,0
571911,2
4097,1
1250242,0
1152705,2
16417,2
120048,0
115331,0
13284,2
251135,0
41712,2
4110,2
4112,2
2094,2
90074,2
4122,2
1331762,0
40519,0
2783,2
29274,2
16759,1
78894,2
34187,2
10610,2
8487,2
73262,1
19329,2
951488,2
3383,2
11493,0
88979,2
89782,0
568421,0
1416046,0
46946,2
49422,1
13286,2
8591,0
111907,2
26737,0
1680739,2
91241,2
9975,0
8629,1
8630,0
8634,2
8635,2
8636,2
40387,0
1208040,0
1230787,0
8244,0
1021685,2
51310,2
40,2
11030,0
8504,2
1468172,0
34101,0
96159,2
30510,2
227974,0
33971,2
30012,2
1466158,0
1086333,0
117029,2
8645,1
7124,2
64111,0
4344,0
30233,1
3359,2
2435,2
94433,2
1056732,0
9108,2
30240,2
12504,2
2428,2
19611,2
2492,0
2758,2
166335,0
39925,2
98452,2
1214919,2
32437,0
975306,2
133460,2
29518,2
4347,2
12718,2
11859,2
1421080,0
1559270,0
161764,2
64860,0
151630,2
30956,2
1191019,2
25579,2
1183967,0
128179,2
30898,2
1231235,2
1468553,0
1728594,0
1538074,0
1578504,0
1120620,2
1415345,0
1159361,0
1208018,2
1128247,0
151463,2
108236,0
17753,2
117856,2
34168,0
131229,2
121247,2
1420880,0
8830,2
17660,1
95757,0
102721,2
2762,0
1437095,0
96061,2
4165,2
14502,2
97914,2
97920,0
64833,2
64831,2
30537,2
62410,2
83556,0
116906,2
26760,2
134704,0
56865,2
35452,0
148884,0
69718,2
17840,2
1059867,0
14637,2
1392105,0
32340,0
8362,2
123307,2
1330118,0
8366,0
1223591,0
20901,2
20905,1
79651,0
195981,0
15758,1
6885,1
21200,2
116691,1
237532,0
13195,0
12796,2
999710,0
83414,2
19138,2
83131,2
21011,2
9857,2
8841,0
103911,0
2090,2
2102,2
111827,2
2110,2
91218,2
137461,2
148822,2
56683,2
61303,2
9084,2
14501,2
1217505,2
8894,2
39802,1
12299,2
71781,2
7678,2
1128238,2
91243,2
1926,2
4154,1
17352,1
16294,2
17419,2
3492,2
93055,1
13922,2
95476,2
56105,0
6975,1
214356,0
63271,0
67572,0
60981,2
15531,2
10871,1
1367680,1
1661642,2
6213,0
183439,2
1115476,2
1281484,0
12259,0
52886,2
161285,2
161818,0
616605,2
1537805,0
19328,2
14529,2
170103,2
1482222,0
3460,2
29493,0
956818,2
30050,2
383,2
8946,1
124314,2
10722,2
280,2
10707,2
70624,0
374,0
70010,0
10593,2
58658,0
67767,2
170523,2
729,2
4199,2
4203,2
6939,2
107323,0
11881,2
135538,2
1393551,0
175037,0
2878,2
9982,0
20958,2
771,2
57082,2
3006,1
2775,0
2765,0
8963,1
6011,2
20030,2
4159,1
54387,0
1367114,2
1186095,0
56785,2
95858,0
116341,2
4958,2
14469,2
18342,2
14663,0
11783,0
52622,2
65404,2
44762,2
27805,2
102445,2
23388,2
10718,2
1115333,2
65605,2
7172,2
143280,2
3776,2
88462,2
98001,0
13954,2
37775,2
18228,1
33832,2
1441223,0
82442,2
1027239,0
9567,2
35753,0
3227,2
65314,0
21171,0
1972,1
3556,2
18558,2
21680,2
13697,2
3349,2
55725,2
21479,2
3702,0
55912,2
1867694,0
41285,1
65484,0
20835,0
952,2
9893,1
1310,2
1250671,0
202711,2
1212168,0
1572549,0
75445,0
1572550,0
1229106,2
1415957,0
1424954,0
13524,2
2223,2
8271,2
1231662,2
5531,2
664,2
7024,2
1469629,0
1401306,0
40740,2
1608123,2
19567,0
589874,0
3993,2
9974,0
10213,2
1077325,2
141014,2
5819,0
4661,0
589876,0
1063555,0
10018,2
12515,0
148872,0
1607520,0
12238,2
13317,2
1607521,0
57073,2
36118,0
8346,2
14320,2
65553,2
1391387,2
57925,2
7202,2
1776,2
1370759,0
1473722,0
1249957,0
106053,0
2312,0
39516,2
15378,2
106663,0
138097,0
9286,0
5298,2
51656,2
131119,2
11763,2
11768,1
1642,2
2181,0
552194,0
1619,2
26784,2
62412,0
553881,0
7301,2
122106,0
122108,0
4610,2
55247,0
56271,0
488,2
3171,2
69948,2
1343811,2
7768,2
12401,2
47756,0
12415,2
55352,2
1554054,0
240,2
1407672,0
66250,2
138412,0
20062,2
1397291,2
1667750,2
30499,2
30554,2
130225,2
26874,0
4130,0
2554,2
104578,0
177205,2
222831,0
1095035,0
134013,2
10557,2
6835,2
1726179,0
1930,2
1407717,0
53023,0
5228,2
8606,2
1444837,0
84978,2
4970,1
66496,1
6664,0
1194876,0
13784,2
65001,1
1258399,0
1378202,0
54941,1
1378207,0
1159421,2
1456721,1
122441,2
108,2
10450,2
27513,2
142160,0
1281538,0
7623,2
565196,2
2695,2
9594,0
29626,2
234685,0
12252,2
1075445,0
39019,2
6593,2
10194,2
12123,2
5259,2
7690,2
980729,0
80303,0
152744,2
30303,2
93386,2
7264,0
10798,2
30018,2
70804,2
3040,0
13565,2
117865,0
1173804,0
3715,2
168769,0
175871,0
14729,2
34497,2
55793,0
53972,2
152414,2
111883,2
86906,2
2659,0
238572,0
16474,2
9971,2
18251,1
40551,2
12431,2
15186,2
43800,2
4818,2
9235,1
56985,0
13871,2
195854,0
13860,2
24683,2
29802,2
111383,2
122402,0
4831,0
1067113,0
13848,2
14019,2
1041524,0
2106,2
233471,2
990401,2
207141,0
27035,2
1003623,0
114876,0
193390,0
10223,1
10019,1
217763,2
223601,2
33820,0
190775,0
1600058,0
1600511,0
1040043,0
69501,0
1315107,0
1528912,0
69921,2
193653,0
1402879,2
1402919,0
1032068,0
30571,2
11860,2
82805,0
1032611,2
1113723,0
38127,2
24891,2
4319,2
12965,2
8676,2
45356,0
47991,2
11903,1
12315,2
40185,2
23882,1
3895,2
9597,2
9600,2
9894,0
533061,2
46590,2
203950,0
1367499,2
34721,2
109870,2
55983,2
1218998,2
101298,2
97315,2
45396,2
80157,2
98473,1
12329,2
70556,2
81624,2
1114286,1
6929,1
56527,2
66811,2
1255830,0
190167,2
30453,0
564083,1
102898,1
2942,0
975120,2
148384,2
980863,1
555083,0
165148,0
45415,2
52469,0
13652,1
190793,2
11408,2
224322,0
14277,2
1077928,0
7199,2
10400,0
1644,0
118,2
15011,2
225921,0
69237,2
69238,2
81449,2
53302,1
122363,2
168423,2
32494,2
2080,2
1219391,0
52878,1
8898,0
8902,2
119580,2
76519,2
77806,0
61556,1
1163144,0
163801,2
14641,2
138381,0
137205,0
69319,0
8555,2
5286,0
8554,2
197925,2
24743,2
21475,2
1077032,2
364835,2
12217,2
11676,2
16897,2
127098,2
7668,2
17403,2
19161,1
31903,2
37366,1
23724,2
14406,1
24558,0
40148,0
125023,0
572486,0
1487,2
3185,2
548768,2
112341,1
28745,1
236360,2
59031,2
13326,1
97705,2
16838,2
1407364,0
11683,2
115318,2
75463,2
75465,2
71871,2
21130,2
63295,2
9376,1
389,1
9309,2
9311,0
9315,2
13308,1
51100,0
230466,0
230469,2
84212,0
150,2
37006,2
64856,2
1217003,1
21721,2
58098,2
92706,2
60434,2
91351,1
17373,0
70684,2
112827,2
45474,2
83114,0
6413,2
35340,1
74859,2
3267,2
112,1
60513,0
18660,1
24501,2
15009,2
197872,0
87108,2
61346,2
23659,2
122807,2
19375,0
1551797,0
236535,0
15336,2
5342,2
16847,2
72320,2
1158455,0
1884,2
55259,2
156509,2
9888,1
141934,0
138322,2
7465,1
58608,2
543812,0
10917,2
68,2
3540,0
81425,0
1066722,1
1161618,0
36802,1
219237,0
1530544,0
1808950,0
55227,0
127614,2
106243,1
32205,2
6383,2
1074163,2
3686,1
3952,2
4886,2
936505,0
86988,2
230464,1
912,2
47085,2
53593,2
6385,2
53361,0
54470,1
5725,2
1566830,2
33017,2
1334906,0
78395,2
149439,2
165353,2
62596,2
97939,2
51996,2
555329,0
167999,1
1002919,0
1016158,0
58206,2
1744054,0
3181,2
555143,0
538091,2
375719,0
73197,2
1402013,0
10860,1
3897,1
1187909,0
17276,2
164419,0
42720,2
19149,1
9278,1
15425,0
23324,0
192272,2
6111,2
57206,1
59874,2
98365,1
1139130,2
312,2
1717527,0
40468,2
131413,0
1521517,0
27763,2
41687,2
131532,0
116898,2
23119,2
1551,2
30365,2
1091218,0
173668,0
974,2
1649778,2
99237,1
31155,2
98132,2
99745,2
79592,0
1428,2
6162,2
31178,2
142995,2
96596,2
24318,2
42111,2
6615,0
1281445,0
1647723,2
51918,0
17281,0
9573,2
26458,2
69393,2
20739,2
1418031,2
1475742,0
1009255,0
8538,0
8544,2
8551,2
1054325,2
1597443,0
142325,0
1106167,0
97436,2
40695,0
592618,0
1402008,1
2710,2
75804,2
1337466,0
63423,2
1730068,0
93214,2
1741742,0
60642,2
127070,0
300990,2
1851743,0
7517,1
7529,0
5695,2
1234,1
4771,1
66210,2
1559637,1
1200776,1
982702,2
13474,2
15340,2
63935,2
49424,2
57690,2
59018,2
56778,2
1557582,0
1462416,0
1616303,0
999460,0
87336,0
87337,0
87341,2
47984,0
47990,2
11370,2
44731,2
18694,2
16364,2
1330853,0
70146,2
2585,2
5726,2
1080880,0
5586,1
8844,2
66605,2
9178,1
1400380,1
72638,2
205164,2
69865,2
1388727,0
7354,0
154520,0
86557,2
553211,0
544194,0
1089410,0
1772,1
95519,2
56251,2
73913,2
8167,2
131,2
582888,1
46430,2
553646,2
105940,2
161433,2
65753,2
1077782,2
27267,1
59979,2
1638387,2
57055,2
568296,2
20999,2
18355,2
27903,2
48965,2
590480,0
151384,1
87033,1
160082,2
59839,2
92562,0
143010,0
577739,2
93887,2
1265,1
43426,2
294813,2
7404,1
545358,2
1150484,2
19724,2
65164,2
32648,2
1010989,2
4529,1
4551,0
4563,0
12110,1
92495,0
84785,2
175895,0
20387,1
41088,2
93133,2
76904,1
39012,2
66193,2
113017,2
550900,0
1685460,2
73283,2
33527,2
81749,0
1554033,2
605,2
865,2
1336,2
6432,2
6377,2
44763,2
44750,2
102500,2
1147360,0
9055,2
555890,2
4065,0
13340,2
52178,2
1585518,0
100768,2
103773,2
120437,2
1433425,0
24937,2
117681,0
11439,1
84283,0
96758,2
39608,0
535498,2
196258,0
35320,2
82388,2
12151,2
121082,0
85996,2
41720,2
31498,2
67064,2
30112,2
151333,2
29700,2
1824464,0
101891,2
1192281,0
1424000,0
105049,2
71732,2
1337119,0
41258,1
1390338,0
14677,2
152680,2
107375,2
78021,2
29364,0
1180131,0
16490,2
78157,2
11382,2
20640,2
1272361,0
5154,0
134235,2
1329201,0
6360,1
65554,1
58622,2
1018001,0
1033160,0
68794,2
65298,2
189120,1
16938,2
42882,1
102338,0
190040,0
69585,2
191939,0
59442,2
72462,2
21458,1
64200,0
19548,1
81460,2
61126,0
14692,2
15508,1
15519,0
11772,2
11770,2
1205761,0
9986,1
1565918,0
176448,2
66201,2
93151,2
11777,2
15993,0
7144,2
33299,0
1228823,2
63484,0
1184782,0
79149,2
49825,0
35328,0
26283,2
66194,2
32802,2
14782,0
10085,2
10087,2
67179,0
26600,0
5341,2
574380,2
194553,0
445708,0
323,2
34131,0
120591,2
40462,1
91836,0
5028,2
1434988,0
14336,0
1435071,0
579077,2
1338840,0
6865,1
15693,2
1401253,0
14834,2
1059891,0
982,2
1061552,0
80747,2
181299,0
43903,1
12835,2
75071,2
141358,0
1342659,0
96862,0
77304,1
218750,0
21876,1
63550,2
32395,1
21874,2
96308,2
426,2
1230381,2
172734,2
80672,1
1201,2
14911,1
81693,2
58699,0
1425502,2
1062825,0
49265,1
34517,2
34518,2
75309,2
2294,2
12689,2
3857,0
33190,1
1022633,2
26978,2
85965,0
11796,0
5628,2
62123,2
30601,2
27555,2
122607,1
145529,2
57332,2
1189043,0
1379388,0
999656,0
160342,0
1379517,2
108172,2
176543,2
27517,2
27518,2
27519,2
1560856,2
2299,2
55257,2
21618,1
70275,0
1895,2
36042,1
16412,2
2881,2
735,2
20820,2
971538,2
170142,1
21258,0
59613,2
27539,1
67569,0
103,2
22215,2
17871,2
11916,1
17672,0
18372,0
81409,2
3663,2
16621,2
40348,2
172725,2
147292,0
74086,2
55600,0
11147,2
109086,2
12011,2
29508,2
139846,0
22356,2
22353,2
22357,2
97699,1
97868,2
99809,2
45346,0
98620,0
21657,1
957026,1
3226,2
1202779,0
1176140,0
10808,2
77028,1
69803,2
6931,2
117049,2
8239,2
1045,2
102037,2
67615,1
33659,0
10750,1
10692,2
19359,1
121574,1
6852,0
1591739,0
20788,2
5620,2
66563,2
1206804,2
39121,2
87824,2
87825,2
19406,2
66884,2
27934,2
27940,0
27947,2
27948,2
114768,2
236446,0
931244,0
27915,2
3681,1
61659,2
177424,2
5892,2
5894,2
95216,0
41406,2
9251,2
102439,2
1219901,2
21062,1
21064,2
21066,2
83313,1
26085,2
62081,2
83070,0
163244,0
140252,0
108775,1
176253,0
78413,1
329597,2
192633,0
60616,2
1106260,2
15193,2
103999,0
81192,2
6019,1
129692,2
1308011,0
28690,2
1581129,0
19975,2
72117,2
4728,2
230632,1
2226,2
16939,2
72427,2
82602,2
18863,2
58317,2
21520,2
67674,0
47845,2
31309,2
30602,0
30629,0
30595,0
32477,0
32478,0
13309,1
10859,2
1516101,1
16500,0
74148,0
38341,1
332714,2
1280435,2
67453,2
170730,2
1331794,2
1332244,0
21355,2
29795,2
67764,2
20819,2
58477,0
5400,2
545542,0
1089216,0
30368,2
51851,2
133580,0
46084,0
