id,gender
7911,0
32983,2
5090,2
42571,1
4458,0
4463,0
4453,2
10370,0
3246,2
3238,2
3239,2
61208,0
84648,2
16178,2
136243,1
279486,1
229254,0
25066,0
57356,2
141429,0
1219029,0
894,2
17881,2
22159,2
70820,2
1193327,0
108272,2
14266,2
56819,2
93217,1
951607,0
61232,2
16556,2
16565,0
16610,2
982374,2
1349468,2
1877402,2
551931,0
56124,2
130281,2
3974,2
14882,2
65205,2
114628,0
124909,2
939534,2
1091199,0
71901,2
1086915,0
975692,0
117677,2
114,2
65114,1
52373,0
53176,2
148134,2
28240,2
294790,2
21091,2
101575,2
27798,1
10051,2
15070,2
934061,2
1072724,2
87047,2
58403,2
57756,2
1870443,0
176246,0
2355,2
18405,2
18666,2
151232,2
2989,0
114274,0
114512,0
225333,2
51576,2
102977,2
8966,0
10847,2
1367436,0
1120107,0
1329446,0
1106568,0
3788,2
141018,0
571124,0
261500,2
415719,2
571133,1
40223,2
68424,2
58787,1
1021557,1
1103,2
138000,0
162102,0
1371374,0
27204,0
18691,2
52794,2
29706,2
15031,0
22814,2
21958,2
100555,0
152719,2
89040,2
592129,2
12149,2
112572,2
124783,2
29541,1
24325,0
105338,0
61838,2
13259,2
18643,2
18644,0
73194,2
136514,0
975,2
52477,2
52479,2
102634,1
1589489,2
1470160,2
17623,0
17625,0
33040,1
38572,2
163555,1
1044042,2
1549747,0
1219959,0
1401600,0
75715,0
1209254,0
1144823,2
2245,2
164149,1
68425,2
70230,2
49681,2
55536,1
66962,1
17051,2
26729,2
56811,2
58036,2
103602,0
66122,2
26775,2
548474,2
96546,0
1134732,0
29693,2
64751,2
3682,0
12737,2
112484,0
58741,2
20177,1
266350,0
6471,2
110589,2
235190,0
1317036,0
98137,2
98149,1
30647,2
102428,1
75891,2
8783,2
72204,0
130561,0
1191173,0
555323,0
131732,0
123195,2
57833,0
40066,0
40073,0
40077,0
40080,0
40081,2
40085,0
1404342,0
1427843,0
1444238,0
32087,0
31531,0
120462,2
30416,2
1234564,2
45380,0
33230,0
228973,0
1600363,2
18775,2
1424575,0
1496,2
12354,2
89898,2
107684,2
33690,2
58221,0
106608,2
1594224,0
49929,2
115487,0
120035,2
1208024,0
1208025,0
165660,2
40001,2
190776,2
118292,0
21869,2
97660,0
1208034,2
121205,2
7767,0
52140,2
98449,2
34103,0
11415,2
82507,2
1536529,0
32894,2
1104967,0
7028,2
71570,2
6918,2
70474,2
1326552,0
21549,2
65167,2
17422,2
141743,0
141744,0
1016305,2
552473,0
119713,2
170664,2
551884,0
193910,2
551888,0
677,2
3708,2
4780,2
56728,2
1159934,0
27238,2
93043,0
1395446,0
1100323,2
16163,0
72588,0
1093088,0
1531277,0
1209226,0
41713,0
8789,2
222686,0
57599,2
42288,0
26101,0
26852,2
5011,2
5020,2
58712,2
539,2
101172,2
166652,2
85931,2
1813644,1
61855,2
61649,0
163642,0
3347,2
1433439,2
1190650,0
37722,2
1433453,0
1244683,0
562715,0
50310,0
7345,0
151442,0
66226,2
14256,2
161824,2
940651,2
1287916,0
135069,1
34613,2
1650,0
18221,0
58099,0
15753,1
102650,0
75807,0
16376,2
15903,2
122090,2
60785,2
1088198,0
87915,0
143786,0
63646,2
11614,2
1457917,0
92486,0
1128126,2
1503235,0
78439,2
92287,2
92481,0
19054,2
1353811,0
77485,1
100993,1
29909,2
29327,2
12936,2
27748,2
86441,0
58384,2
99934,2
408,2
56507,2
18574,2
12708,2
12699,2
12714,2
12715,0
12698,2
61872,0
158825,2
235337,2
2537,2
66095,0
591855,2
19903,2
163784,2
102720,2
196690,2
231047,2
158450,2
57392,0
4641,0
36651,2
38877,1
56837,0
164323,2
112300,2
1534677,0
95849,2
4451,2
33741,1
103789,0
130223,0
151286,2
581152,0
51974,2
9033,2
286679,0
68750,2
90834,2
39775,1
32390,2
136419,2
10592,2
10215,2
10594,2
8215,2
3078,2
91229,1
91230,0
91233,0
1504123,2
1645509,0
101266,0
141400,0
1525030,0
113813,2
76245,0
47652,2
195163,0
81149,2
1210734,2
93592,0
59641,2
66179,2
128891,0
1319398,2
15153,2
89656,2
96410,2
47098,2
32265,1
235778,0
83736,0
5646,2
50095,2
77156,2
64185,0
135467,0
145446,2
31837,2
18025,2
80536,2
100507,1
1004823,2
375782,2
58240,0
64796,2
90609,2
426501,2
36423,2
130101,2
85760,0
132658,0
106157,0
965,2
43337,0
142161,0
12887,2
142985,0
24298,0
65976,0
18899,0
106482,2
1245194,0
64822,0
206299,0
223820,2
223823,0
133182,0
37585,0
931194,0
1432391,0
15572,2
45582,2
40203,2
1080286,0
129482,2
18391,2
26708,2
605021,2
14168,1
1534114,0
1166842,0
44841,0
136856,0
41677,1
543349,2
44261,2
100047,1
131455,0
1384726,0
943027,2
43753,2
1384736,0
40277,0
1636371,0
1525014,0
1403525,0
76627,2
71725,2
33317,2
70179,2
161650,2
853,2
77301,0
7538,2
67951,0
59635,2
9248,0
31268,2
123532,2
99080,0
70743,2
86,2
80808,0
91833,0
116100,0
199077,2
9951,2
69157,2
98871,0
2206,1
163958,2
148100,2
178452,2
20553,2
1101333,0
129456,0
49497,0
66586,1
60910,2
559971,2
554533,0
113451,0
87794,2
84924,2
78012,2
19948,2
55189,2
79411,0
15072,1
15057,0
116778,2
2380,2
14419,2
14424,2
1422951,0
10522,2
21371,1
15756,2
137312,0
102930,2
53471,1
47020,2
118302,0
559559,2
108039,2
70508,1
106250,2
1275451,1
1077833,0
1077835,0
40325,1
1031469,2
352394,2
141064,2
45124,0
30176,2
77260,2
33722,2
6890,2
3754,2
3648,2
40529,2
38914,2
30778,2
36992,2
1459108,0
20972,1
69555,2
68540,0
11107,2
81295,2
26157,2
953,1
311,2
138244,2
1651930,0
93,1
89670,2
18589,2
1445670,0
4385,2
77080,2
57138,2
67582,0
91835,0
12782,2
7,2
7882,2
7879,2
8,2
96246,0
10367,2
1004150,0
153738,2
89602,2
29307,2
1335551,0
10525,2
1507586,0
33684,2
82426,2
56322,1
1381545,0
58973,0
65278,0
13301,2
74296,0
1248678,2
60846,2
192852,2
138020,2
8964,1
1023487,0
19471,2
5378,1
15033,2
11678,2
15915,2
1076332,2
59674,2
9168,2
263720,2
69791,0
10883,2
32799,1
834,2
34651,2
9099,0
144304,0
769,2
102709,0
22302,2
11656,1
34978,1
121344,0
121345,0
121347,1
98164,2
126873,1
142081,0
18976,2
78882,2
37561,0
25904,0
129422,2
10518,2
108988,1
145601,2
69168,2
957146,1
52341,1
24264,2
233102,0
10633,0
113204,2
1462675,2
59410,2
62053,0
73569,1
11649,2
1852699,0
1228024,0
1852712,0
1723836,0
229303,0
131731,0
11401,2
47820,2
63174,2
63175,2
105752,2
1055439,1
71443,1
35595,2
9657,2
608580,2
19866,2
122728,0
1357178,0
998027,0
1422861,0
1359506,0
13855,2
147963,2
14438,2
21306,2
109455,0
8514,2
148063,2
94180,0
63381,0
63385,0
1534703,0
109846,2
137005,2
40242,2
64458,2
52304,2
117997,2
93344,2
93354,0
1566,2
77763,2
57342,2
57328,2
18918,2
1175318,2
123012,1
122953,2
39162,2
20016,2
37338,0
21833,0
12776,1
1313952,0
99947,2
99955,0
99920,0
99916,2
95224,2
47374,2
8928,2
19057,0
74113,0
1050235,0
24481,0
17183,2
4050,0
1200171,0
6159,2
223349,2
165661,2
15850,2
93696,0
119081,2
1489,2
1141556,0
12128,0
3188,2
92488,2
1041458,0
53300,1
1179590,0
68457,2
70773,2
61961,2
85914,2
83786,2
149275,1
67449,2
47822,2
21069,2
8471,0
55516,0
8480,0
55199,0
55200,2
15535,2
51519,2
142162,2
167029,2
94169,2
12493,2
4137,2
6870,2
65846,0
77153,2
149731,2
180830,2
59649,2
19717,0
1456538,0
145066,0
16577,0
17114,2
134114,2
179127,2
84497,2
36811,2
22074,1
30882,1
1209931,0
262444,0
32327,2
17444,2
8331,2
26358,0
552081,2
12678,0
12677,2
208579,0
166149,0
1122770,0
959815,2
14850,0
1226361,1
1304289,1
7206,0
3284,2
1141597,2
1552486,0
36938,1
42226,1
420741,1
124824,2
44547,2
1126209,0
44894,2
66223,1
14786,2
56381,2
11091,2
1191330,0
4441,1
1513523,2
1513524,2
25878,2
39995,2
86903,2
120695,0
58296,2
13603,2
236748,0
15214,2
87714,2
8954,2
80704,2
84848,0
29223,2
1442631,2
2987,2
137220,0
137230,1
75210,2
75214,0
58816,0
75222,0
41157,2
202187,2
153203,2
86290,0
87514,2
955581,0
17242,2
11223,2
75429,2
232458,0
1571716,0
61570,0
19764,2
33349,2
6125,2
178926,2
102688,2
50719,2
108668,0
52300,1
1434599,0
117352,1
1007754,2
27543,2
11558,2
90442,0
44959,0
15140,2
95652,0
14853,2
8691,1
214108,0
1506266,0
21457,2
1333852,0
83810,2
54451,2
146706,1
41551,2
67097,0
58251,1
10862,2
25527,2
79294,0
106679,2
10173,2
92755,0
188722,0
10407,2
1358511,0
24802,0
121233,0
10934,2
41736,0
14355,2
75436,0
29433,2
31439,0
121081,0
169549,0
13423,2
93922,0
158480,2
31624,0
85096,2
31639,2
113084,0
24661,2
103035,2
14800,1
4655,2
228503,0
111994,0
565192,0
64222,2
12701,2
82346,2
78384,2
129193,1
586462,2
107482,0
78023,2
7466,2
99251,0
106853,2
106968,0
11419,2
107372,0
24969,2
1275523,2
589956,2
1877153,2
16852,1
108662,0
71943,2
1354808,0
18891,1
31211,2
162900,2
73035,2
121638,2
70241,1
92036,2
128506,2
71332,0
80298,2
109961,0
20786,0
1644474,0
1663896,0
6562,2
1675037,0
127032,2
559904,0
1469564,0
3644,2
165827,2
33058,2
30715,2
9609,2
9607,2
9727,0
9728,0
9603,2
1545649,0
29216,0
6558,2
16860,1
25456,0
3536,1
34590,0
33235,2
40036,1
35546,2
30121,1
55244,0
41699,1
200598,0
72546,0
136424,0
9624,0
31463,2
20152,2
70599,2
34347,2
87186,1
1090382,2
1129737,2
226344,2
105581,2
108437,0
17039,2
17045,1
6968,2
11023,2
17735,2
3288,0
3289,2
588421,0
68695,2
858,2
60152,1
18281,2
73424,2
13367,2
107373,0
15079,0
15061,0
75406,0
75419,2
106805,2
106052,0
106678,2
1327021,0
1673480,0
27102,0
91494,2
149665,1
59592,1
9656,2
65717,2
71675,2
166995,0
24265,2
24275,0
33525,2
28947,0
119233,1
1177733,0
42376,2
5029,2
14987,2
99592,1
5844,2
6258,2
6273,2
1183659,0
82587,2
139929,2
1088078,0
33104,2
18738,2
21113,2
13101,2
42392,2
59026,2
71900,2
1341,2
84932,2
449,2
59255,2
15218,2
51856,1
94138,2
6750,0
1190848,2
1335599,0
30614,2
1156237,0
56710,2
68758,2
55949,2
1299135,1
68762,2
12745,2
18746,2
6400,2
161961,2
104021,2
111174,0
999981,2
97847,2
1860984,0
98952,0
1144716,0
98941,0
99807,0
1179247,0
32796,2
7409,0
37021,2
80623,2
65731,2
33323,2
17867,0
116056,0
6431,2
24173,2
129485,1
26659,2
104926,2
1095778,0
64868,2
1927,2
20494,1
53196,2
25246,2
84876,2
69748,1
60278,1
38527,2
122294,2
30711,2
87723,2
151263,2
15134,2
958493,2
1339,1
988851,2
1414088,0
1079558,0
70908,0
26864,0
84211,1
1371063,1
111661,0
10666,1
2791,0
68210,2
1271929,0
1338670,0
928480,0
26471,0
956,2
110536,2
31363,1
61797,2
12211,0
57795,2
16842,2
34489,2
5216,2
40541,1
40542,2
8688,2
1177850,0
121148,2
4730,1
126841,2
17052,2
18956,0
27540,0
15890,2
113062,0
80296,0
11703,1
69830,2
5630,1
46953,0
1392678,0
94127,2
4590,0
1416801,0
140173,2
43553,2
56055,1
72450,2
85547,2
1218248,0
230436,0
158091,1
542272,0
19665,2
80246,2
182095,2
16156,2
40230,2
100888,2
737,2
1673211,0
93149,0
1175480,0
45921,2
1497675,0
97753,1
51520,2
235558,0
560254,0
18112,0
69669,2
1622657,2
28281,2
28279,1
51917,2
27572,2
7962,2
1406839,2
1748761,0
1399874,0
1531529,0
1556310,1
111213,1
585767,2
1453507,0
64151,2
15254,0
88758,0
86151,2
6044,1
18095,2
1647710,2
1647714,2
1344747,0
56054,1
56987,0
56383,1
558808,0
24810,2
30074,2
74763,2
3388,2
15024,0
53279,2
101974,2
106730,2
237537,0
27679,2
4755,2
1224407,1
944682,0
23532,2
62745,1
535,2
58225,2
3113,2
96007,2
1189737,0
258,2
6817,1
34849,2
34848,0
114925,2
143056,0
9144,1
9140,2
19154,2
1105827,0
132964,2
1105832,0
56539,1
75753,2
21092,1
80354,0
1627161,2
61854,2
85666,1
155531,2
108565,0
14265,2
38800,2
60460,2
1747343,2
1747344,2
17478,0
188516,2
25167,2
1090808,2
18776,2
33807,0
68330,2
1740212,1
69946,2
1425815,0
14246,2
14227,0
84818,0
41798,2
1062037,0
56435,2
12098,2
12095,2
12080,2
44114,2
42291,1
12071,0
5524,2
76741,0
12212,2
75428,0
1233684,2
83985,2
55075,2
559299,0
55084,2
992797,0
10416,0
18214,1
2353,2
1994,2
71263,2
555690,2
1153,2
29904,2
70859,2
77121,2
15325,2
143036,2
143035,2
17167,2
91574,0
1279727,1
198799,0
109253,0
1310062,0
1323,2
47878,2
61147,0
19181,2
55700,2
167927,2
4150,2
1244595,0
156917,1
148119,0
18626,2
20509,0
1141373,0
100538,0
84064,0
11874,2
18878,2
6482,2
65919,2
65923,2
152486,1
1229878,0
1902347,2
5437,2
21946,2
1282595,2
113391,0
132190,2
9747,0
110274,2
78899,2
113656,1
2895,2
49214,0
14858,0
1333746,0
347770,2
8245,0
101424,2
101425,0
101426,0
45279,2
87152,1
87151,1
44809,2
114957,2
104419,0
6648,2
50303,2
939692,2
4955,2
19429,2
72432,2
562290,0
62423,2
62414,0
131170,0
42138,0
43629,0
1043608,2
183517,1
35092,2
27241,1
96082,1
96085,2
68858,0
548723,0
44842,2
76192,0
15207,2
80149,2
66259,1
225633,2
27541,2
1787265,0
126452,0
1190889,0
554009,0
999687,1
1417685,2
107602,2
555085,2
57601,2
555086,0
106743,2
8310,0
31261,2
176520,0
82443,2
91936,0
41655,0
1502542,0
66485,0
157502,2
154499,1
73428,2
1052898,0
23285,2
999672,0
589955,0
999713,0
53177,2
40053,2
106117,0
106118,0
50583,2
940376,1
160319,2
80689,2
156332,2
999716,0
1743723,0
126732,2
64681,2
81882,0
22009,0
70055,2
205366,1
19687,2
4991,2
21266,2
19766,1
4030,2
77089,2
22224,2
51329,2
9281,1
53607,2
1105485,0
44765,2
128639,2
154548,2
21792,2
1325981,2
42368,2
1719904,2
1227686,2
47640,2
1180940,0
1545466,0
13443,1
18165,2
23420,2
19579,0
29407,2
66802,0
1335880,0
62894,0
112740,2
22672,2
31024,1
216837,2
1657784,1
102648,1
36890,2
541478,2
75544,0
113933,2
15857,2
1400680,0
21166,2
1813,1
1274512,0
1424545,0
32125,2
1709183,0
21045,1
18208,0
18209,2
18211,0
18213,2
20593,2
46289,0
3570,0
3528,0
17641,1
62710,2
21584,2
1552499,0
1340977,0
20053,2
78500,2
87034,2
95970,0
105835,2
5375,2
28016,0
20967,2
23658,0
56903,2
12371,2
54240,0
11046,2
234948,2
11013,2
72446,2
548408,1
168307,2
182243,2
90387,0
1413411,0
80261,2
38701,0
1313192,1
66116,2
17142,2
1088506,0
69,0
29120,2
77003,2
1052923,0
63522,1
508,2
87630,0
1070092,0
52999,2
32072,0
144613,2
1757595,0
87001,2
1190398,2
103052,0
16008,2
14773,2
1062842,2
134595,0
120615,2
77071,2
38406,1
29783,2
77073,2
175511,2
153933,0
15801,2
14887,2
20718,2
1542646,0
1542647,0
552471,0
51392,2
143330,2
1442,2
1001955,2
980279,1
167495,0
153646,1
148856,0
93419,2
18778,2
3524,2
38868,2
65959,0
7709,0
78887,2
9654,2
6589,0
9320,0
230725,1
72995,2
173929,2
12988,2
76505,0
1140474,1
71660,2
1003356,2
229167,2
191865,2
19274,2
17123,2
32513,1
19370,1
10,2
12890,2
7998,0
8066,0
954958,2
7884,2
197,2
56506,2
988844,2
82776,2
11183,0
86585,0
99880,2
63426,2
3779,2
293,2
1040902,0
3573,2
3831,2
3835,0
11202,0
18199,0
1117359,0
2356,2
38078,2
260837,0
579831,0
35350,2
55844,2
148764,0
32587,0
146755,0
146756,2
124237,2
124238,2
97082,0
67527,0
55843,2
56940,2
45186,2
51572,2
28476,2
65727,0
54795,2
82109,2
554001,0
73771,1
81200,2
90185,0
90194,2
4673,1
2414,2
583312,0
123827,2
16828,2
144009,2
1218308,0
1473327,0
5655,2
549532,2
154022,1
18382,2
106996,1
71456,0
1282703,0
60238,2
240629,2
1330,2
1366,2
1217771,2
3275,1
73410,1
100527,0
5290,1
2524,2
12791,2
16458,0
16447,2
60879,2
47503,1
132879,0
10587,0
79033,2
105648,2
51988,1
59611,0
61905,2
17249,1
108641,1
12998,1
1456409,2
84233,2
4489,2
108074,1
999700,0
1181,2
2244,2
41644,0
1212551,0
931225,0
97595,2
41103,2
49501,2
27688,0
27709,2
27710,0
97593,0
20744,0
1055184,1
553297,0
58162,0
9682,0
56654,1
75946,2
152406,1
1707918,2
1801559,2
1562657,2
1433008,2
161932,2
34546,2
34551,2
28485,2
60026,1
76650,0
1066976,0
45615,2
35882,2
1213573,0
567257,0
113208,0
1224673,2
1674894,0
17630,2
64186,0
92311,0
92319,2
8049,0
557528,0
65600,0
557537,0
111946,0
1582459,2
77885,2
52049,2
52051,2
56253,2
56252,2
84407,2
955406,2
91906,0
1565304,2
1389152,0
124386,0
81533,0
57910,2
2252,2
53678,2
6502,1
6515,0
60545,2
90168,2
21694,2
8741,2
65719,2
154680,2
65709,0
583457,2
127451,2
33861,0
240913,0
431536,2
45577,2
45672,0
103620,2
1337714,1
1669267,1
7467,2
1480350,0
55156,1
1083344,2
5323,0
1185530,0
1483,0
101608,2
161159,2
14461,0
1686197,0
55658,1
24485,1
57922,2
94847,2
1139456,0
37542,0
309,2
15757,2
5717,2
5713,2
1446462,0
74225,2
951657,0
119368,1
550064,0
1021598,0
1633092,0
99275,0
102198,1
1109778,0
79056,0
66268,0
1577649,0
1404539,0
1113443,0
15684,2
1175790,0
59675,2
1056131,0
67813,2
1534627,2
999860,0
1443691,0
51577,1
44797,0
21714,1
92508,0
53493,2
53863,2
63006,2
98104,0
1335212,0
15705,2
30706,0
65838,2
81685,2
366,2
5958,1
54645,1
217750,2
138093,2
170566,0
4420,2
32669,0
22358,2
101872,2
21217,2
69310,2
113018,0
61117,2
1222734,0
181884,2
111306,2
235400,0
199169,0
164817,2
66777,0
48805,2
96090,1
58543,2
135855,2
11641,2
25298,1
891426,0
40220,2
109032,0
77809,2
1459943,0
65866,2
56504,0
1192379,0
30458,2
1379563,0
1491168,0
238745,0
76152,0
169723,0
1314906,0
94198,2
38917,0
1086920,2
53348,2
7539,0
111134,0
40745,0
32300,2
1241030,0
96848,0
1402944,0
558896,0
985305,2
146352,2
15438,2
1161231,2
1455496,2
6887,2
16002,2
50308,2
20370,2
1349872,0
76003,1
558280,0
14049,2
82702,2
95022,1
75122,2
80752,2
19599,0
49168,1
87371,0
23668,2
21997,2
2742,2
1130613,0
62824,2
33341,0
55587,2
122029,2
14386,1
59090,1
162371,0
1562235,1
12288,2
38233,2
139137,1
49505,0
49508,0
49517,0
91219,2
91227,0
1243474,2
552179,0
139761,1
27274,0
51302,2
154837,2
11108,2
194863,2
749886,2
1203689,0
223263,0
551714,0
48408,0
133357,2
94353,2
22467,2
26155,2
16808,2
1168192,0
50117,2
1196006,0
10570,0
56282,2
19842,2
19904,0
1492141,0
216140,0
1512784,0
64750,0
56410,2
84021,2
118633,0
64129,2
43980,2
131785,2
14584,0
3016,2
133184,0
135046,0
33566,0
81012,2
1271293,0
84714,2
5125,2
5652,0
86482,2
1846,2
1232592,0
21664,2
21665,0
78297,2
78298,2
80678,0
98982,0
9217,2
4719,0
88132,2
60474,2
46433,2
16377,2
105787,0
170364,2
4172,0
63514,0
185674,0
243207,0
62160,2
59174,1
1422800,0
1583339,0
17611,1
1155668,0
584598,0
54967,2
18841,2
44967,2
55651,2
15913,0
586108,0
22107,1
57110,2
2833,0
144972,2
135189,0
105081,2
45377,2
1527458,0
83078,0
72172,0
1196242,0
42113,0
75442,0
258864,0
64091,2
252340,2
92104,0
136024,0
3764,0
311397,0
112412,2
128602,2
128600,2
39104,2
239180,0
1066791,0
68382,2
56584,2
56585,2
76365,2
61441,2
56578,2
61437,2
56580,0
1692541,2
38459,0
46617,1
54607,2
6795,2
27614,2
1545774,0
15282,2
110019,2
11177,0
37569,2
1120108,0
70076,2
60652,2
25854,2
1368144,0
129268,0
91834,2
224076,0
11187,2
29705,2
1015234,0
101654,2
1435021,0
131059,2
10882,1
58926,2
3620,2
1431841,2
963297,2
84975,2
9349,2
42448,0
1066971,0
7005,1
1434067,2
1472602,1
419284,0
25340,1
31010,0
549580,2
66790,2
102342,0
1185063,0
1548452,0
56891,1
1117050,0
104807,0
70984,1
160527,0
1577160,0
7070,0
54675,0
31073,0
69889,0
550947,2
43304,2
2523,2
9032,2
160956,0
208693,2
3081,0
77092,0
67843,2
16297,2
47395,2
58047,2
536760,2
102795,2
35742,2
82804,2
96404,0
80978,2
1341865,1
9261,0
33926,0
66166,2
181029,0
1289428,2
43816,2
14929,2
3667,0
76997,2
60076,2
1104811,0
1538365,0
87281,2
5659,2
8560,2
8579,0
64219,2
122492,0
53914,2
91964,1
25941,2
1394436,0
107836,0
1907337,1
8809,0
96813,1
563461,2
96814,0
94237,2
995589,0
1092208,2
63185,2
52813,2
122754,0
1709444,0
52788,2
141267,2
1441268,0
8355,0
1178792,0
19725,2
59792,0
34906,0
19727,0
582915,0
54745,1
4710,2
6374,1
19726,2
1304,1
37298,0
70806,0
177722,1
51534,2
30980,2
16898,2
70069,2
76325,2
74396,2
38650,2
56192,2
5666,2
137173,0
1193679,0
176272,1
62024,2
136244,0
574029,0
117950,0
6403,1
588114,0
94288,2
82792,2
73081,0
233535,0
113764,0
57968,2
31011,2
75438,0
1011153,0
44955,2
30855,0
19541,2
129347,2
186494,2
2293,2
970287,2
1361149,0
62862,2
1102570,1
89288,0
89302,0
64880,2
1185099,0
45645,2
938831,1
1817272,1
63303,2
25837,1
91389,0
116228,0
19942,1
1183913,0
131474,2
557854,0
55394,0
1558214,0
14606,2
57394,2
6217,2
64809,2
814,2
1371116,0
39306,2
64065,2
120552,2
150181,2
1702704,2
84956,2
20186,2
52935,2
224520,0
133471,0
27997,0
91932,2
1208307,0
18774,0
15379,2
1730712,0
1371687,0
2366,2
4415,2
1391685,0
1523334,2
27738,2
986334,2
27578,1
72968,0
1458993,0
32907,2
150194,2
69681,0
3401,0
14957,0
1406965,0
21964,0
1389073,0
147901,2
32715,1
28401,0
9789,2
1035,0
21067,1
15175,0
39996,2
1219812,0
82625,1
24357,1
143333,0
11012,2
96072,2
74616,2
1229317,2
75131,0
1265143,0
1012973,2
1265157,2
2128,2
1620653,0
32905,1
963406,2
17529,0
17520,2
4493,1
4495,2
143817,0
55029,0
20655,0
147207,2
1614417,2
15530,0
51535,2
5530,2
127314,2
1338109,2
100996,0
100999,2
15399,1
34695,1
38663,1
45982,2
1003897,0
978055,2
232877,0
167279,2
85989,2
562714,0
39998,0
44992,2
113709,2
1042437,0
87390,0
78943,0
16988,2
17883,2
17113,0
1359518,0
1359507,0
69785,2
50347,1
20405,2
1213580,0
1093123,1
1336896,0
10676,1
37934,2
131647,0
169182,2
25900,2
8821,2
1349415,0
8822,1
114555,0
1548677,2
25251,2
550489,0
1070563,2
2743,0
1466148,0
1484864,0
1031166,2
1896516,1
154799,2
12099,0
1335620,0
1335621,0
1444239,0
21700,2
60941,2
180394,0
1269611,2
932971,2
21014,2
1483841,2
6295,1
129453,2
72389,0
954395,0
91829,0
17605,2
38576,2
33585,2
2916,2
86390,0
170432,2
21180,2
81812,2
64829,1
1526,2
1102046,0
41190,1
108339,0
108344,0
72477,2
70172,1
37152,2
99038,0
1830687,0
95244,0
50094,2
45429,0
1414748,0
57607,2
1136808,0
27976,2
93466,1
27972,2
1403521,0
19026,2
44679,2
100485,0
100557,2
551903,0
551910,0
1646442,0
20685,0
30122,2
161745,0
148585,0
10468,2
1431582,0
181241,0
103344,2
202648,2
262023,2
590445,0
1319688,0
34375,2
56491,0
1119816,0
120096,1
1312406,0
52763,2
53372,1
554929,2
65952,0
78110,2
27467,0
19024,2
27454,0
45060,1
180398,0
70557,1
65913,0
60928,1
30957,2
1165229,0
5215,1
30562,2
26756,2
118352,0
118463,2
76422,2
1404906,0
236116,0
66885,2
66886,2
66887,2
23036,0
100199,2
1239860,2
1190263,0
64811,2
165545,2
1419418,0
1452428,0
1203390,0
91319,0
104044,0
1452721,0
121698,0
3972,2
9437,0
1248221,0
1594133,1
131997,0
1192949,0
1815341,2
956198,2
179882,0
1562258,0
32375,0
7008,1
43231,2
129730,0
35780,2
177902,0
1581532,0
39657,2
69552,0
1076417,0
106172,0
11528,2
133185,0
1329679,0
133187,0
87463,2
1217165,0
27222,2
34862,0
202619,0
117404,0
27846,2
1071998,0
69160,2
1380036,2
32035,2
118747,0
125910,0
11011,2
83827,2
85844,2
33883,2
57434,1
53767,2
4967,2
1198730,1
1235962,0
25054,2
148804,1
1279354,0
24541,0
30270,2
1558984,0
1114103,0
100183,0
13745,2
100197,2
100203,2
18663,2
59233,2
52579,0
52578,0
4737,0
2539,1
58616,0
67580,2
35799,1
55638,2
165899,2
61966,0
27005,2
32807,0
99179,2
161834,2
251203,2
56566,0
87227,1
936672,0
1764438,0
144130,2
1275303,0
16544,2
59841,2
4327,0
16247,0
16248,2
7018,2
55968,0
17699,2
65531,2
1097196,1
1395178,0
81104,0
38516,2
134671,2
1662902,0
64344,2
89500,1
962026,1
68436,2
19081,0
995644,0
62757,2
1224,0
1223,0
36903,2
21504,2
42,2
232937,0
240799,0
1428202,2
94675,2
11595,0
590591,0
193595,2
59258,2
1758654,0
1758681,0
50871,2
41508,2
1785844,2
1614,2
103871,0
112682,0
117813,0
70868,2
18204,2
18205,0
1598818,0
1052527,0
1009,2
114840,2
100325,1
95771,0
120052,2
1635913,0
72739,2
1099252,2
20548,2
9730,2
8820,2
8837,2
8838,2
8842,2
8823,2
29950,2
1899128,0
8500,0
148507,2
58267,0
88717,0
116186,0
1364153,0
103616,0
133246,0
232669,2
74033,0
30010,0
70221,2
1227952,2
1868269,2
37638,0
83693,0
1079413,0
39010,0
1131782,0
179474,2
107752,0
549995,0
1010125,2
545469,2
3534,0
9883,0
557794,1
52909,2
551956,0
8272,0
21800,2
13138,0
1319701,1
98285,1
78080,1
1362637,0
1218933,2
227849,2
18533,2
36134,0
1594652,0
1340010,0
1550819,0
57854,1
66823,2
1345608,0
293911,2
1534332,0
551516,0
1093167,0
1155487,1
30759,2
1194262,2
11057,2
91610,2
1251070,0
5763,2
29625,2
1472994,0
1593330,2
121409,2
83992,0
42086,0
82498,1
7263,0
100956,2
13275,2
58613,2
58614,2
158905,2
29960,1
1044969,2
32427,2
123521,0
14855,2
117644,2
29962,2
109088,0
76381,2
89203,0
89204,2
89192,2
1582650,0
45091,2
68538,0
1635449,0
77802,2
65640,2
16269,2
88843,0
88837,2
94352,2
88147,2
129933,0
1021785,0
161573,2
59252,1
55493,2
227851,2
88953,2
116271,2
32895,2
1442207,0
1463667,0
62442,0
136745,2
27919,2
30410,2
228158,2
1255,2
31493,0
85542,2
143635,2
585506,0
107629,2
1607179,2
1776403,0
1212446,0
16359,0
68133,2
1215659,2
130018,2
17825,2
59315,1
962547,1
55449,2
41694,2
1486763,2
75952,2
1458592,0
117642,2
1325915,0
32239,2
66076,0
15076,0
15078,0
15840,2
88448,0
15056,2
552620,0
26262,0
18854,2
193763,2
29769,0
109531,0
88583,0
141008,2
83470,0
14041,0
37597,0
153600,2
6446,2
1366708,1
1215401,2
3074,2
